as_of,ticker,sector,benchmark,return_21,benchmark_return_21,excess_21,freq_21,magnitude_21,return_63,benchmark_return_63,excess_63,freq_63,magnitude_63,return_126,benchmark_return_126,excess_126,freq_126,magnitude_126,return_252,benchmark_return_252,excess_252,freq_252,magnitude_252,return_756,benchmark_return_756,excess_756,freq_756,magnitude_756,return_12_1,benchmark_return_12_1,excess_12_1,return_12_7,benchmark_return_12_7,excess_12_7,consistency_12m,monthly_rel_magnitude_12m,prior_drawdown_252_ex63,benchmark_prior_drawdown_252_ex63,benchmark_current_drawdown,rebound_63,benchmark_rebound_63,rank_21,rank_63,rank_126,rank_252,rank_756,rank_12_1,rank_12_7,rank_consistency_12m,rank_prior_drawdown,rank_rebound_63,bounce_flag_research,old_leader_failure_flag,rank_improvement_126_to_63
2026-09-18,IXN,technology,VT,0.033381290573010425,-0.010844247232272841,0.044225537805283266,0.6666666666666666,0.002150245829284279,-0.01838312313090784,0.008228563555157109,-0.02661168668606495,0.5079365079365079,-0.0002686427298836717,0.38121271020336356,0.14587074519352705,0.2353419650098365,0.5793650793650794,0.001653850273514086,0.4641648589987952,0.17960333839387954,0.2845615206049157,0.5714285714285714,0.000976745271070453,1.432681579440751,0.7394696063359101,0.693211973104841,0.5529100529100529,0.0005314310636730057,0.41686797734349845,0.1925354880596577,0.22433248928384075,0.08988813677082241,0.08446964790472844,0.005418488866093973,0.5833333333333334,0.01709916323451945,-0.1379548857848777,-0.0967350385905863,-0.021138432726149126,-0.01838312313090784,0.008228563555157109,1,7,1,1,1,2,7,1,3,7,False,False,-6
2026-09-18,IXG,financials,VT,-0.012545058820616628,-0.010844247232272841,-0.0017008115883437869,0.5238095238095238,-6.442899600965832e-05,0.0526105047991936,0.008228563555157109,0.044381941244036494,0.49206349206349204,0.000684791142497581,0.18563955180337222,0.14587074519352705,0.039768806609845164,0.47619047619047616,0.000265032057616566,0.15532122308087093,0.17960333839387954,-0.024282115313008612,0.47619047619047616,-8.191729799510932e-05,0.9547290679459932,0.7394696063359101,0.21525946161008314,0.5132275132275133,0.00015833162472515399,0.16999892845844045,0.1925354880596577,-0.022536559601217254,0.051117896795929596,0.08446964790472844,-0.033351751108798844,0.4166666666666667,-0.0005881960029060588,-0.11330486025569897,-0.0967350385905863,-0.021138432726149126,0.0526105047991936,0.008228563555157109,4,3,2,5,2,6,9,6,7,3,False,False,-1
2026-09-18,EXI,industrials,VT,-0.04962888904693785,-0.010844247232272841,-0.03878464181466501,0.3333333333333333,-0.0018841920543949398,-0.034484419665882116,0.008228563555157109,-0.042712983221039225,0.47619047619047616,-0.000666829560276552,0.05629660187599961,0.14587074519352705,-0.08957414331752744,0.4365079365079365,-0.0006171332384678318,0.14192957657931693,0.17960333839387954,-0.03767376181456261,0.48412698412698413,-0.00010835814468636802,0.7213945928722298,0.7394696063359101,-0.018075013463680234,0.5185185185185185,-2.9914713874031984e-06,0.20156175142377175,0.1925354880596577,0.009026263364114051,0.16487830137850734,0.08446964790472844,0.0804086534737789,0.3333333333333333,-0.0028253727337935555,-0.12353648137756046,-0.0967350385905863,-0.021138432726149126,-0.034484419665882116,0.008228563555157109,9,9,6,6,4,5,3,9,5,9,False,True,-3
2026-09-18,IXC,energy,VT,0.013590178673906772,-0.010844247232272841,0.024434425906179613,0.47619047619047616,0.0012109264504956392,0.18242014858256783,0.008228563555157109,0.17419158502741072,0.5238095238095238,0.002586116347094451,0.06658864387147001,0.14587074519352705,-0.07928210132205704,0.47619047619047616,-0.0005169734847260211,0.45518497934498825,0.17960333839387954,0.2755816409511087,0.503968253968254,0.0008781825732685326,0.5825760041050287,0.7394696063359101,-0.15689360223088133,0.4775132275132275,-8.885678018206022e-05,0.43567391433175273,0.1925354880596577,0.24313842627209503,0.22763408516439076,0.08446964790472844,0.14316443725966232,0.5833333333333334,0.02222988618546215,-0.13310773906897566,-0.0967350385905863,-0.021138432726149126,0.18242014858256783,0.008228563555157109,3,1,5,2,5,1,2,1,4,1,False,False,4
2026-09-18,MXI,materials,VT,-0.030286978412148224,-0.010844247232272841,-0.019442731179875383,0.42857142857142855,-0.0008988876089689722,-0.003809852840021999,0.008228563555157109,-0.012038416395179108,0.47619047619047616,-0.00013775758719970622,0.10513440506056226,0.14587074519352705,-0.04073634013296479,0.49206349206349204,-0.00022435677307008377,0.22823677279885124,0.17960333839387954,0.0486334344049717,0.5515873015873016,0.0002156980744330365,0.46181276100848767,0.7394696063359101,-0.2776568453274224,0.49867724867724866,-0.00020184967394613302,0.2665982052996265,0.1925354880596577,0.07406271723996882,0.24314619090140743,0.08446964790472844,0.158676542996679,0.5,0.003823417323058409,-0.16183289036419624,-0.0967350385905863,-0.021138432726149126,-0.003809852840021999,0.008228563555157109,5,5,4,3,7,3,1,3,1,5,False,False,-1
2026-09-18,RXI,consumer_discretionary,VT,-0.06822001250505116,-0.010844247232272841,-0.05737576527277832,0.23809523809523808,-0.0028214490028565403,-0.04064582923197857,0.008228563555157109,-0.04887439278713568,0.4126984126984127,-0.0007670513396673895,0.011386646248361831,0.14587074519352705,-0.13448409894516522,0.40476190476190477,-0.0009696957118084804,-0.08017188914793838,0.17960333839387954,-0.2597752275418179,0.3888888888888889,-0.0009691584062797633,0.2669443733099861,0.7394696063359101,-0.472525233025924,0.44576719576719576,-0.00039541901227083045,-0.012826929965537692,0.1925354880596577,-0.2053624180251954,-0.0008819948822539336,0.08446964790472844,-0.08535164278698237,0.08333333333333333,-0.019352045700390407,-0.15171383078399925,-0.0967350385905863,-0.021138432726149126,-0.04064582923197857,0.008228563555157109,11,10,9,11,9,10,10,11,2,10,False,False,-1
2026-09-18,KXI,consumer_staples,VT,-0.03867802380956842,-0.010844247232272841,-0.027833776577295577,0.2857142857142857,-0.001349189854635317,-0.005078362261218161,0.008228563555157109,-0.01330692581637527,0.4126984126984127,-0.00019571901276364007,0.009811030246657415,0.14587074519352705,-0.13605971494686964,0.38095238095238093,-0.0010102200892387618,0.04224499324147435,0.17960333839387954,-0.1373583451524052,0.4166666666666667,-0.0004956998373266359,0.21745485497213402,0.7394696063359101,-0.5220147513637761,0.44047619047619047,-0.0004847638638219793,0.08417889016927282,0.1925354880596577,-0.10835659789038488,0.11484300678526616,0.08446964790472844,0.030373358880537715,0.4166666666666667,-0.007444841441891291,-0.1023654078970776,-0.0967350385905863,-0.021138432726149126,-0.005078362261218161,0.008228563555157109,6,6,10,9,11,9,6,6,9,6,False,False,4
2026-09-18,IXJ,health_care,VT,-0.04536142621922157,-0.010844247232272841,-0.03451717898694873,0.47619047619047616,-0.0016596844307162483,0.10239858575957972,0.008228563555157109,0.09417002220442261,0.5238095238095238,0.0014518427936838871,0.11649745654982557,0.14587074519352705,-0.02937328864370148,0.46825396825396826,-0.00019790561081711204,0.1871758448183951,0.17960333839387954,0.007572506424515568,0.46825396825396826,3.5006172588293866e-05,0.2631065614163193,0.7394696063359101,-0.4763630449195908,0.4708994708994709,-0.00042416739002025565,0.24358671168782697,0.1925354880596577,0.05105122362816927,0.15894473878818993,0.08446964790472844,0.07447509088346149,0.5,0.0011588710609504265,-0.10775731722858428,-0.0967350385905863,-0.021138432726149126,0.10239858575957972,0.008228563555157109,7,2,3,4,10,4,4,3,8,2,False,False,1
2026-09-18,JXI,utilities,VT,-0.045881472983959615,-0.010844247232272841,-0.035037225751686774,0.42857142857142855,-0.0017039387960703948,-0.04817389007384032,0.008228563555157109,-0.05640245362899743,0.4444444444444444,-0.0009142971536928992,-0.07232156623550601,0.14587074519352705,-0.21819231142903306,0.40476190476190477,-0.001680335114783607,0.08234984020364555,0.17960333839387954,-0.09725349819023399,0.4880952380952381,-0.0003459137988057413,0.4967894185612187,0.7394696063359101,-0.24268018777469136,0.49603174603174605,-0.00019918650462664273,0.13439767655350154,0.1925354880596577,-0.058137811506156156,0.15715958957392373,0.08446964790472844,0.07268994166919529,0.5,-0.008191393159808547,-0.08087248963584048,-0.0967350385905863,-0.021138432726149126,-0.04817389007384032,0.008228563555157109,8,11,11,7,6,7,5,3,11,11,False,False,0
2026-09-18,REET,real_estate,VT,-0.056216661320761085,-0.010844247232272841,-0.045372414088488244,0.3333333333333333,-0.0022380013585922435,-0.022734307430936407,0.008228563555157109,-0.030962870986093516,0.4603174603174603,-0.000499698557590405,0.03424594666454395,0.14587074519352705,-0.1116247985289831,0.4365079365079365,-0.0008252335834352227,0.0689479516179825,0.17960333839387954,-0.11065538677589704,0.4603174603174603,-0.00040069721190962975,0.30879296520131194,0.7394696063359101,-0.43067664113459814,0.4576719576719577,-0.00037192162017745387,0.13262007052794877,0.1925354880596577,-0.059915417531708925,0.07439547750220643,0.08446964790472844,-0.010074170402522009,0.3333333333333333,-0.007451056622364884,-0.09042821440819127,-0.0967350385905863,-0.021138432726149126,-0.022734307430936407,0.008228563555157109,10,8,7,8,8,8,8,9,10,8,False,False,-1
